age,gender,dress,wind_speed,BMI,height,RH,in_car_temperature,PMV,PPD,M,need_temperature,The_wind_type,wind_scale,direction
青年,男,冬装,低风,21.2,1.83,63.8,10.1,-3.3,99.8,1.178301962,24,暖气,大风,中
中年,男,冬装,低风,30.6,1.81,71.8,6.8,-3.49,100,1.153602201,23.5,暖气,大风,中
中年,男,冬装,低风,22.3,1.68,82,1.8,-4.98,100,1.075049672,25,暖气,大风,中
中年,男,冬装,低风,29.5,1.76,70.7,6,-3.73,100,1.13991641,24,暖气,大风,中
中年,男,冬装,中风,22.8,1.68,74.9,3.4,-5.26,100,1.079221901,24.5,暖气,大风,中
老年,男,春秋装,大风,24.8,1.83,77.4,17.8,-3.62,100,1.070345956,21.5,暖气,大风,中
青年,女,冬装,低风,25.6,1.67,64.2,12.5,-3.15,99.6,1.053636042,24.5,暖气,大风,中
青年,男,春秋装,中风,30.4,1.71,69.9,19.7,-2.42,91.5,1.223656494,21.5,暖气,低风,下
老年,男,夏装,无风,28.8,1.61,40.3,26.9,0.27,6.5,1.059782184,无,无,无,无
青年,女,春秋装,中风,17.2,1.61,67.2,16.4,-3.8,100,1.067621463,21.5,暖气,大风,中
中年,女,春秋装,低风,18.5,1.72,65.6,17,-3.36,99.9,0.971577347,26,暖气,大风,中
童年,女,冬装,中风,24.4,1.61,69.8,12.1,-3.5,100,1.13249438,22.5,暖气,大风,中
青年,男,春秋装,大风,23.5,1.73,61.5,16.7,-3.6,100,1.187073133,21.5,暖气,大风,中
老年,女,夏装,低风,18.3,1.51,45.3,25.9,-1.11,31,0.960127078,无,无,无,无
青年,男,春秋装,中风,25.4,1.67,58.7,15.3,-3.65,100,1.194582556,21.5,暖气,大风,中
中年,女,春秋装,中风,24.1,1.53,55.2,20.1,-3.19,99.7,1.008151074,21.5,暖气,大风,中
青年,男,冬装,大风,31.8,1.64,67.5,6.9,-4.02,100,1.225680621,23.5,暖气,大风,中
老年,男,春秋装,无风,17.2,1.76,59.9,19.1,-1.94,74.1,0.982148039,25,暖气,低风,下
青年,女,春秋装,大风,17.9,1.6,85.8,19.8,-3.32,99.9,1.069806467,21.5,暖气,大风,中
青年,女,春秋装,低风,19.4,1.56,76.2,18.2,-2.35,89.6,1.079009457,25,暖气,低风,下
青年,男,冬装,大风,24.3,1.65,79.2,12.5,-3.46,99.9,1.186808306,22.5,暖气,大风,中
童年,女,冬装,无风,23.8,1.6,64.1,3.7,-3.48,100,1.13608378,23.5,暖气,大风,中
中年,男,夏装,中风,27.2,1.83,59.8,24.6,-1.66,59.4,1.134118217,21.5,暖气,低风,下
童年,女,夏装,大风,32.9,1.46,29.2,41.5,8.03,100,1.162588312,18.5,冷气,大风,中
老年,女,夏装,无风,19.7,1.65,22.1,36.3,3.65,100,0.942943165,19.5,冷气,大风,中
中年,男,冬装,无风,25,1.68,60.4,5.6,-3.24,99.8,1.0966743,23,暖气,大风,中
老年,女,春秋装,低风,20,1.73,47.8,21.6,-2.39,90.9,0.934578917,21.5,暖气,低风,下
少年,男,冬装,大风,22.5,1.79,64.9,5.6,-4.24,100,1.248479896,23.5,暖气,大风,中
中年,男,春秋装,中风,17.3,1.75,69.8,18.1,-3.26,99.8,1.039261444,21.5,暖气,大风,中
中年,男,冬装,无风,26.9,1.79,69,0.6,-4.11,100,1.126624681,23.5,暖气,大风,中
老年,男,春秋装,中风,20.2,1.78,50.4,17.6,-3.66,100,1.018605857,21.5,暖气,大风,中
中年,女,夏装,低风,32.3,1.65,57,27.6,0.01,5,0.99741138,无,无,无,无
中年,男,夏装,中风,16.8,1.69,36.6,37.6,5.37,100,1.02483023,19.5,冷气,大风,中
老年,女,春秋装,大风,19.6,1.59,64.8,21.7,-3.27,99.8,0.950508801,21.5,暖气,大风,中
老年,女,夏装,中风,18.6,1.63,48,33,2.13,82.2,0.943088557,20.5,冷气,低风,下
少年,女,冬装,无风,24.3,1.6,43.2,8.4,-2.66,96.2,1.117584943,23.5,暖气,中风,上
青年,男,春秋装,中风,22.8,1.81,64.5,19.5,-2.64,96,1.187672788,21.5,暖气,中风,上
少年,男,冬装,中风,18.3,1.71,72.1,1.7,-4.92,100,1.224756012,24.5,暖气,大风,中
青年,男,春秋装,大风,17.9,1.81,68.4,15,-4.37,100,1.152903568,21.5,暖气,大风,中
中年,女,春秋装,大风,26.5,1.62,66.2,20.3,-3.57,100,0.996007922,21.5,暖气,大风,中
童年,女,夏装,大风,21,1.48,12.4,49.7,13.37,100,1.178579654,18.5,冷气,大风,中
老年,男,春秋装,中风,29.6,1.63,79.5,16.1,-3.85,100,1.070019992,21.5,暖气,大风,中
青年,女,春秋装,无风,20.5,1.74,57.7,21.8,-0.89,21.8,1.040156566,无,无,无,无
少年,女,夏装,低风,29.4,1.64,47.3,28.5,0.5,10.3,1.102985485,无,无,无,无
青年,男,夏装,中风,29.8,1.8,47.4,25.4,-1.1,30.4,1.226489476,无,无,无,无
少年,男,夏装,中风,17.4,1.77,22.5,47,10.4,100,1.218916457,18.5,冷气,大风,中
童年,女,春秋装,大风,30.7,1.62,61.5,20.8,-2.79,97.7,1.122049394,21.5,暖气,中风,上
青年,男,夏装,无风,34.7,1.74,34.9,31.4,1.71,62,1.245058778,26,通风,低风,下
老年,女,冬装,无风,22.2,1.55,69.4,11.5,-3.09,99.4,0.960709497,24,暖气,大风,中
青年,男,春秋装,大风,18.8,1.84,64,18.1,-3.18,99.7,1.161621323,21.5,暖气,大风,中
少年,男,夏装,大风,22.9,1.62,48.6,30.8,0.82,19.3,1.250365589,20.5,通风,低风,下
中年,男,春秋装,低风,32.3,1.75,67.3,19.2,-2.18,84.3,1.155703986,25.5,暖气,低风,下
老年,男,夏装,无风,18.7,1.77,38.8,36.4,3.96,100,1.000921163,19.5,冷气,大风,中
青年,女,春秋装,低风,19.3,1.71,69,21.1,-1.84,69.1,1.045629942,26,暖气,低风,下
青年,女,春秋装,大风,24.8,1.57,58.8,19.1,-3.77,100,1.074282219,21.5,暖气,大风,中
中年,女,春秋装,低风,28.5,1.6,66,21.4,-1.89,71.6,1.000662717,26,暖气,低风,下
中年,男,冬装,大风,18.2,1.8,64.8,3.1,-5.87,100,1.055627718,24.5,暖气,大风,中
童年,女,春秋装,大风,24,1.6,64.4,19.3,-3.36,99.9,1.135786978,21.5,暖气,大风,中
青年,女,春秋装,低风,26.6,1.67,71.9,15.1,-3.52,100,1.053617122,25,暖气,大风,中
童年,男,春秋装,大风,25.4,1.53,60.9,18.8,-2.97,99,1.290422981,21.5,暖气,中风,上
青年,男,夏装,低风,15.5,1.78,50.3,26,-0.49,10,1.131316899,无,无,无,无
老年,女,冬装,无风,26.1,1.75,49.9,14.2,-2.54,94.3,0.945745733,24.5,暖气,中风,上
少年,男,夏装,无风,31.8,1.62,42.9,34.2,2.85,98.2,1.28789102,25.5,冷气,中风,上
童年,女,春秋装,低风,18.9,1.48,67.5,16.6,-2.56,94.5,1.183475639,24.5,暖气,中风,上
童年,男,春秋装,无风,25,1.47,62,20.4,-0.88,21.3,1.291655077,无,无,无,无
中年,男,冬装,大风,26.4,1.73,68,5.4,-4.91,100,1.114558716,23.5,暖气,大风,中
少年,男,冬装,无风,21.6,1.76,60.2,13.6,-1.7,61.6,1.243558072,22.5,暖气,低风,下
中年,男,夏装,大风,21.6,1.61,30.2,38.6,6.29,100,1.057646582,19.5,冷气,大风,中
青年,女,夏装,低风,19.1,1.73,57.8,32.8,2.41,91.3,1.04170331,20.5,冷气,低风,下
青年,女,春秋装,中风,23.8,1.52,69.2,21.7,-2.1,81.1,1.086579115,21.5,暖气,低风,下
童年,男,冬装,低风,29.5,1.44,64.9,11.9,-2.45,92.2,1.30904398,23.5,暖气,低风,下
老年,女,夏装,低风,34.5,1.55,40.5,27.9,-0.1,5.2,0.977339869,无,无,无,无
少年,女,春秋装,无风,25.1,1.6,54.5,15,-2.43,91.9,1.116678362,24,暖气,低风,下
青年,女,春秋装,中风,21.8,1.7,71.2,18.3,-3.14,99.6,1.047854456,21.5,暖气,大风,中
中年,女,冬装,大风,30.2,1.56,59.8,0.2,-7.02,100,1.007788372,24.5,暖气,大风,中
少年,女,春秋装,中风,15.6,1.5,74.9,18.4,-2.63,95.8,1.161747729,21.5,暖气,中风,上
青年,男,冬装,低风,34.6,1.62,67.4,0.2,-4.58,100,1.236758714,24.5,暖气,大风,中
老年,男,夏装,中风,23.2,1.75,46.9,33.6,2.67,96.4,1.041716749,20.5,冷气,中风,上
童年,男,夏装,中风,17.9,1.47,39.5,37,4.56,100,1.260701513,19.5,冷气,大风,中
童年,女,春秋装,无风,34.7,1.47,65.5,17.8,-1.55,53.4,1.156792083,23.5,暖气,低风,下
中年,男,夏装,无风,32.8,1.61,41.9,34.6,3.07,99.4,1.137976617,20.5,冷气,大风,中
少年,男,春秋装,无风,17.7,1.82,63.2,16,-1.9,71.9,1.220831659,23.5,暖气,低风,下
中年,男,冬装,大风,17,1.77,73.8,1.9,-6.3,100,1.039115667,24.5,暖气,大风,中
童年,女,夏装,大风,16.8,1.58,33.7,44,9.97,100,1.154275361,18.5,冷气,大风,中
中年,女,春秋装,大风,25.6,1.71,65.3,18.1,-4.06,100,0.98315619,21.5,暖气,大风,中
中年,男,夏装,低风,24.7,1.66,27.1,41.5,6.74,100,1.091245126,18.5,冷气,大风,中
老年,女,冬装,大风,16.3,1.73,78.5,9.4,-5.1,100,0.925082796,23.5,暖气,大风,中
青年,男,冬装,中风,22,1.6,56.9,5.5,-4.31,100,1.16918552,23.5,暖气,大风,中
老年,男,冬装,大风,25.5,1.71,54,11.9,-4.33,100,1.054000289,22.5,暖气,大风,中
青年,男,春秋装,低风,33.2,1.76,77.1,16.9,-2.25,86.6,1.239859746,24.5,暖气,低风,下
中年,女,春秋装,大风,26.1,1.66,79.2,19,-4.18,100,0.990109214,21.5,暖气,大风,中
少年,男,夏装,中风,17.1,1.77,59.6,23.3,-2,76.9,1.216979638,21.5,暖气,低风,下
少年,女,春秋装,低风,32.2,1.54,66.7,17.8,-2.37,90.4,1.124096118,25,暖气,低风,下
少年,男,夏装,中风,19.7,1.81,36.1,35.5,3.66,100,1.233084203,19.5,冷气,大风,中
少年,男,夏装,大风,16.9,1.75,17.7,46.5,11,100,1.215754058,18.5,冷气,大风,中
青年,男,冬装,无风,24.6,1.68,71.3,0.4,-3.92,100,1.190548412,23.5,暖气,大风,中
老年,男,春秋装,大风,32.8,1.79,56,21,-2.73,97.1,1.122207355,21.5,暖气,中风,上
老年,男,春秋装,中风,31.4,1.6,66.3,17.3,-3.42,99.9,1.076641671,21.5,暖气,大风,中
青年,男,春秋装,大风,23.7,1.76,82.6,18,-3.01,99.2,1.190210716,21.5,暖气,大风,中
中年,女,春秋装,低风,25.9,1.53,76.2,16.1,-3.35,99.9,1.009487416,25.5,暖气,大风,中
中年,女,夏装,无风,20.5,1.67,59.2,24.2,-0.71,15.7,0.981838272,无,无,无,无
中年,男,夏装,中风,31.2,1.62,18.3,49.6,12.59,100,1.129870622,18.5,冷气,大风,中
童年,女,冬装,低风,26.1,1.63,61.6,3.5,-4.38,100,1.125015102,25,暖气,大风,中
中年,男,冬装,大风,21.7,1.8,67.2,7.8,-4.4,100,1.087778648,23.5,暖气,大风,中
少年,女,春秋装,中风,19.7,1.64,61.3,19.5,-2.95,98.9,1.112553012,21.5,暖气,中风,上
老年,女,夏装,低风,27.7,1.69,16.8,49.1,11.89,100,0.953966706,18.5,冷气,大风,中
青年,女,冬装,低风,27.1,1.64,64.9,13.8,-2.77,97.5,1.059205994,24.5,暖气,中风,上
中年,女,冬装,低风,27.5,1.65,79.3,12.6,-3.35,99.9,0.992904734,24.5,暖气,大风,中
中年,女,春秋装,无风,29.4,1.65,58.8,19.4,-1.77,65.3,0.994773943,25,暖气,低风,下
中年,女,冬装,中风,20.2,1.68,66.8,13,-4.01,100,0.979953686,22.5,暖气,大风,中
老年,男,春秋装,低风,19.6,1.78,69.7,16.6,-3.2,99.7,1.012419671,25.5,暖气,大风,中
童年,女,春秋装,中风,16,1.61,61.2,16.2,-3.54,100,1.146463939,21.5,暖气,大风,中
老年,女,春秋装,中风,23.1,1.74,77.9,17.8,-4.05,100,0.940561173,21.5,暖气,大风,中
少年,女,夏装,大风,28.3,1.58,62.4,28,-0.26,6.4,1.118221712,无,无,无,无
青年,男,冬装,低风,25.2,1.78,66.6,4,-3.93,100,1.20048093,24.5,暖气,大风,中
少年,女,冬装,无风,31.7,1.56,68.6,5.3,-3.21,99.7,1.1196139,22.5,暖气,大风,中
中年,女,夏装,无风,26.2,1.72,31,39,5.04,100,0.982700712,19.5,冷气,大风,中
老年,男,春秋装,无风,33.7,1.66,67.2,15.3,-2.33,89.1,1.104309254,23.5,暖气,低风,下
少年,女,夏装,无风,17.2,1.62,52,30.1,1.33,42.1,1.121189917,20.5,通风,低风,下
中年,女,春秋装,大风,18.5,1.64,64,17.4,-4.37,100,0.983720126,21.5,暖气,大风,中
青年,女,春秋装,无风,21.5,1.52,65.8,17,-1.91,72.3,1.087985628,23.5,暖气,低风,下
少年,男,春秋装,无风,19.3,1.64,65.1,17.6,-1.46,48.7,1.23116432,无,无,无,无
青年,女,春秋装,无风,16.9,1.51,67.8,17,-1.88,71.2,1.094003104,23.5,暖气,低风,下
老年,男,夏装,无风,20,1.79,58.5,27.3,0.55,11.2,1.018449933,26,通风,低风,下
老年,男,春秋装,无风,25.3,1.76,63.1,20.9,-1.1,30.5,1.061910641,无,无,无,无
青年,男,春秋装,低风,22.3,1.65,56.8,20.1,-1.88,70.9,1.174355885,25.5,暖气,低风,下
青年,女,春秋装,无风,16.2,1.59,73.4,18.2,-1.56,54.4,1.072928607,23.5,暖气,低风,下
老年,女,冬装,中风,31.4,1.69,59.4,1.4,-6.79,100,0.959866399,24.5,暖气,大风,中
青年,男,春秋装,大风,33.8,1.75,48.1,15.3,-3.93,100,1.241848876,21.5,暖气,大风,中
童年,女,冬装,中风,24,1.61,75,1.5,-5.44,100,1.133064687,24.5,暖气,大风,中
中年,女,春秋装,低风,28.8,1.74,65.1,15.7,-3.73,100,0.983594019,26,暖气,大风,中
老年,女,夏装,大风,16.9,1.75,17.5,48,14.91,100,0.92447683,18.5,冷气,大风,中
童年,女,夏装,中风,27.6,1.55,61.7,24.6,-1.61,56.7,1.144329169,21.5,暖气,低风,下
少年,女,冬装,无风,29.8,1.56,66,13.3,-2,76.8,1.12163672,23,暖气,低风,下
青年,女,冬装,中风,29.7,1.65,57.6,1.9,-5.81,100,1.057104918,24.5,暖气,大风,中
老年,男,夏装,中风,24.6,1.81,55.3,23.4,-2.55,94.4,1.065123375,21.5,暖气,中风,上
青年,男,春秋装,低风,15.4,1.79,61.2,21,-1.66,59.9,1.131010751,25.5,暖气,低风,下
少年,女,春秋装,大风,21.7,1.61,69.4,21.3,-2.54,94.3,1.118048487,21.5,暖气,中风,上
中年,男,冬装,低风,17.4,1.64,55.9,8.5,-3.68,100,1.022958534,25,暖气,大风,中
童年,男,冬装,低风,25.4,1.49,59.7,12.9,-2.28,87.5,1.292183862,23.5,暖气,低风,下
中年,男,春秋装,低风,18.4,1.63,63.7,16.8,-3.07,99.4,1.031360203,25.5,暖气,大风,中
老年,女,春秋装,大风,26.1,1.73,55.1,20.3,-4.08,100,0.947483392,21.5,暖气,大风,中
中年,女,冬装,大风,20.3,1.72,70.3,5.6,-5.77,100,0.974483516,23.5,暖气,大风,中
老年,女,夏装,无风,17,1.65,44.8,31.5,1.7,61.5,0.93680687,20.5,通风,低风,下
童年,男,春秋装,无风,28.4,1.43,56.9,15,-1.99,76.5,1.305940807,23,暖气,低风,下
少年,男,冬装,无风,16.9,1.66,66.3,5.7,-2.86,98.3,1.216534755,22,暖气,中风,上
老年,男,夏装,无风,32,1.61,45.6,28.9,1.04,28,1.0829173,26,通风,低风,下
青年,女,冬装,无风,18.1,1.58,62.9,5.7,-3.28,99.8,1.074628575,23,暖气,大风,中
老年,男,夏装,无风,17.6,1.69,27.3,39.5,5.22,100,0.972453687,19.5,冷气,大风,中
童年,女,夏装,无风,26.3,1.59,22.1,49.1,8.92,100,1.135190195,18.5,冷气,大风,中
中年,男,夏装,低风,17,1.61,34.4,35.7,3.78,100,1.013738716,19.5,冷气,大风,中
童年,女,夏装,大风,23.3,1.63,62.3,23.4,-2.75,97.3,1.128708029,21.5,暖气,中风,上
青年,女,冬装,大风,23.4,1.52,64.9,2,-5.99,100,1.08681565,24.5,暖气,大风,中
童年,女,冬装,低风,27.3,1.59,60.7,14.4,-2.37,90.2,1.133808491,24.5,暖气,低风,下
老年,男,春秋装,大风,30.9,1.64,65.3,17.2,-3.88,100,1.081468831,21.5,暖气,大风,中
少年,女,夏装,低风,22,1.52,47.1,31.4,1.55,53.6,1.143207283,20.5,通风,低风,下
青年,女,夏装,中风,26.9,1.63,58,23.3,-2.6,95.3,1.061166194,21.5,暖气,中风,上
老年,女,冬装,无风,31.4,1.67,62.7,4.9,-4.14,100,0.961605379,25,暖气,大风,中
老年,女,冬装,中风,23.5,1.71,53.4,5.6,-5.77,100,0.944278343,23.5,暖气,大风,中
中年,男,春秋装,低风,27.6,1.8,59.1,19.4,-2.23,86,1.132836929,25.5,暖气,低风,下
少年,女,冬装,低风,15.7,1.57,68.2,4.8,-4.01,100,1.138409274,25,暖气,大风,中
青年,女,夏装,无风,25.1,1.73,9.8,47,8.06,100,1.042891615,18.5,冷气,大风,中
青年,女,春秋装,中风,29.2,1.58,73,19.3,-3.15,99.6,1.070671564,21.5,暖气,大风,中
青年,男,夏装,中风,22.7,1.71,35.2,35.3,3.57,100,1.180760566,19.5,冷气,大风,中
少年,男,夏装,无风,23.2,1.84,29.5,42.5,5.94,100,1.252532317,24,冷气,大风,中
中年,男,春秋装,低风,32.5,1.67,72.8,20.3,-1.81,67.3,1.14541713,25.5,暖气,低风,下
青年,男,春秋装,低风,18.4,1.67,55.7,20.4,-1.86,69.8,1.148348028,25.5,暖气,低风,下
中年,女,冬装,中风,30.2,1.68,66.6,2.1,-6.2,100,0.991889333,24.5,暖气,大风,中
青年,女,春秋装,中风,33.2,1.7,56.3,21.8,-2.28,87.6,1.048698263,21.5,暖气,低风,下
青年,男,春秋装,无风,20.6,1.85,63.3,18.3,-1.39,45.1,1.175352906,无,无,无,无
中年,男,夏装,中风,27.3,1.71,52,28.6,0.23,6.1,1.117993735,无,无,无,无
青年,女,夏装,大风,21.5,1.51,38.5,36.9,5.03,100,1.090591531,19.5,冷气,大风,中
童年,男,冬装,低风,27.7,1.41,63.7,14.2,-1.93,73.5,1.304724755,23.5,暖气,低风,下
青年,女,春秋装,中风,25.1,1.68,82,15.1,-4.32,100,1.051777871,21.5,暖气,大风,中
青年,男,夏装,中风,15.9,1.6,49.8,24,-2.05,79.1,1.12431392,21.5,暖气,低风,下
中年,女,冬装,无风,28.6,1.59,57.9,3.8,-4.06,100,1.00217624,24.5,暖气,大风,中
老年,女,冬装,无风,30.9,1.69,78.3,1.7,-4.9,100,0.959110744,24.5,暖气,大风,中
中年,男,春秋装,低风,22.5,1.71,72.8,20.1,-2.07,80,1.081364526,25.5,暖气,低风,下
青年,男,夏装,低风,26.1,1.71,32,36.7,4.04,100,1.201171016,19.5,冷气,大风,中
童年,男,夏装,大风,22.2,1.47,55.9,23.5,-2.18,84,1.280399178,21.5,暖气,低风,下
少年,男,冬装,无风,27.4,1.65,61.3,11.3,-2.12,81.8,1.270806468,22.5,暖气,低风,下
中年,男,春秋装,大风,27.8,1.71,80.1,16.5,-3.9,100,1.121455299,21.5,暖气,大风,中
少年,男,冬装,低风,28.4,1.75,55.9,2.1,-4.05,100,1.27562535,24.5,暖气,大风,中
少年,女,冬装,中风,19.9,1.56,79.3,11,-3.78,100,1.134519227,22.5,暖气,大风,中
少年,女,春秋装,无风,17.1,1.72,68.5,19.8,-1.34,42.5,1.095123872,无,无,无,无
中年,男,冬装,大风,15.9,1.73,81.8,12.8,-4.09,100,1.021384074,22.5,暖气,大风,中
青年,男,春秋装,无风,31.6,1.69,52.3,19.3,-1.33,41.6,1.2280578,无,无,无,无
中年,女,冬装,无风,21.3,1.56,66.9,2.1,-4.43,100,1.000477709,24,暖气,大风,中
少年,男,春秋装,中风,29.4,1.67,74.6,19.5,-2.29,88,1.279051432,21.5,暖气,低风,下
老年,男,夏装,中风,33.3,1.82,46.8,33,2.28,87.6,1.130391551,20.5,冷气,低风,下
童年,男,春秋装,大风,30.1,1.63,56.5,21.3,-2,76.6,1.304702602,21.5,暖气,低风,下
中年,女,冬装,低风,21.3,1.69,53.2,4.8,-4.91,100,0.980084762,26.5,暖气,大风,中
青年,女,冬装,中风,31.3,1.59,61.6,13.9,-3.27,99.8,1.068106168,22.5,暖气,大风,中
老年,女,春秋装,低风,15.1,1.53,65.9,16.8,-3.61,100,0.950650472,26,暖气,大风,中
少年,女,夏装,大风,22.2,1.55,24.1,41.2,7.84,100,1.13398592,18.5,冷气,大风,中
老年,男,冬装,中风,27.9,1.64,67.4,2.6,-5.6,100,1.05920501,24.5,暖气,大风,中
童年,男,冬装,低风,21.6,1.46,64.1,14.6,-1.9,72.1,1.278446231,23.5,暖气,低风,下
童年,男,春秋装,低风,23.7,1.59,65.9,19,-1.89,71.5,1.281284066,25,暖气,低风,下
童年,男,夏装,大风,16.6,1.58,26.2,46,10.66,100,1.247200896,18.5,冷气,大风,中
青年,男,冬装,大风,15.9,1.84,75.4,1.5,-5.79,100,1.138188075,24.5,暖气,大风,中
中年,女,冬装,中风,17.5,1.72,72.3,3.2,-6.13,100,0.969867338,24.5,暖气,大风,中
老年,女,春秋装,大风,24.9,1.6,62.6,21.3,-3.42,99.9,0.958732764,21.5,暖气,大风,中
少年,女,春秋装,无风,23.8,1.58,59.6,16.5,-1.99,76.5,1.123449019,23.5,暖气,低风,下
中年,男,夏装,无风,33.6,1.63,59.6,24.4,-0.35,7.6,1.145758865,无,无,无,无
老年,女,冬装,无风,23.6,1.67,63.5,13.2,-2.74,97.2,0.948570783,24,暖气,中风,上
少年,男,春秋装,中风,30.3,1.7,56.7,15.8,-3.15,99.6,1.282778171,21.5,暖气,大风,中
中年,女,夏装,低风,16.8,1.62,15.9,45.9,9.6,100,0.984735878,18.5,冷气,大风,中
老年,男,春秋装,中风,21.9,1.82,64.3,16.9,-3.74,100,1.042680936,21.5,暖气,大风,中
童年,男,冬装,中风,15.4,1.46,50,4.9,-4.12,100,1.248432986,24.5,暖气,大风,中
老年,女,春秋装,大风,19.1,1.52,59,19.3,-4.44,100,0.959909911,21.5,暖气,大风,中
青年,男,夏装,中风,24.9,1.64,36.5,35.1,3.46,99.9,1.189712987,19.5,冷气,大风,中
少年,男,冬装,大风,27.7,1.83,56.3,4.7,-4.37,100,1.273610863,24.5,暖气,大风,中
童年,男,冬装,大风,21.5,1.61,73.7,9.4,-3.22,99.7,1.27082533,23.5,暖气,大风,中
青年,男,春秋装,大风,16,1.66,69.3,15.6,-4.26,100,1.128664471,21.5,暖气,大风,中
青年,女,夏装,中风,20.4,1.66,32.3,39.9,6.81,100,1.05581903,19.5,冷气,大风,中
少年,男,春秋装,中风,23.5,1.66,60.9,20.9,-1.93,73.6,1.253151348,21.5,暖气,低风,下
童年,男,冬装,低风,15.1,1.55,59.9,9,-2.74,97.2,1.240354376,23.5,暖气,中风,上
青年,女,春秋装,低风,25.2,1.68,80,19.9,-2.21,85.2,1.051779254,25.5,暖气,低风,下
少年,女,夏装,中风,29.1,1.5,52.4,34.7,3.44,99.9,1.138621473,20.5,冷气,大风,中
中年,女,冬装,中风,27.6,1.64,63.3,2.6,-6.04,100,0.994330047,24.5,暖气,大风,中
童年,女,春秋装,中风,18,1.64,63.6,15,-4.01,100,1.133968319,21.5,暖气,大风,中
少年,女,冬装,低风,23.2,1.59,70.5,8.2,-3.3,99.8,1.121520099,24,暖气,大风,中
老年,男,春秋装,大风,27.4,1.66,70.5,19.1,-3.78,100,1.059419182,21.5,暖气,大风,中
老年,男,夏装,低风,16.2,1.79,32.9,42.6,8.03,100,0.9761492,18.5,冷气,大风,中
老年,男,春秋装,无风,24.5,1.75,71.4,18.1,-1.64,58.6,1.053225612,23.5,暖气,低风,下
中年,男,冬装,无风,31.2,1.68,58.8,0.9,-4.02,100,1.139079262,24,暖气,大风,中
少年,女,冬装,中风,30.1,1.58,64.2,5.6,-4.52,100,1.116340432,23.5,暖气,大风,中
老年,女,冬装,低风,26.7,1.54,59.9,7.7,-4.25,100,0.96885583,25.5,暖气,大风,中
青年,女,冬装,无风,17.5,1.6,63.3,4.5,-3.56,100,1.069945105,24,暖气,大风,中
青年,女,春秋装,中风,20.6,1.66,61.5,20.6,-2.73,97.1,1.055806363,21.5,暖气,中风,上
少年,女,春秋装,无风,19.5,1.58,51.8,17.2,-1.83,68.6,1.129285507,24,暖气,低风,下
少年,男,冬装,低风,17.6,1.76,83.3,5.2,-3.57,100,1.220216412,23,暖气,大风,中
童年,男,夏装,大风,34.3,1.52,19.3,47.5,11.06,100,1.320656258,18.5,冷气,大风,中
老年,女,夏装,大风,25.2,1.6,61,22.7,-4.18,100,0.959222333,21.5,暖气,大风,中
少年,女,冬装,中风,25.6,1.61,57.5,3.8,-5,100,1.113619157,24.5,暖气,大风,中
少年,女,春秋装,大风,18.9,1.63,62.8,19.2,-3.5,100,1.116177904,21.5,暖气,大风,中
老年,男,春秋装,低风,15.3,1.64,71.8,18.3,-3.14,99.6,0.933718399,26,暖气,大风,中
老年,男,夏装,中风,33,1.8,22.2,48.8,12.2,100,1.125175145,18.5,冷气,大风,中
童年,男,冬装,中风,17.5,1.45,79.7,6.2,-3.72,100,1.260167891,23.5,暖气,大风,中
少年,女,冬装,低风,34.3,1.52,57.8,14,-2.51,93.6,1.126915933,24.5,暖气,中风,上
